"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FC","2021-08-04","88.5","-1.92","5.96","Ohtani, Shohei",643396,660271,,"ball",,,,,14,"Isiah Kiner-Falefa singles on a fly ball to left fielder Justin Upton.","R","R","R","TEX","LAA","B",,,0,0,2021,"0.69","0.18","1.42","1.35",,,,2,3,"Bot",,,,,435559,,,6.744442302843314,-128.72555013921985,-5.566296383893807,6.238295366191804,27.808459476741557,-29.155164171878734,"3.13","1.5",,,,"88.9",2294,"6.7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.83",,,,,,,,21,1,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",134,"0","0.016"
"CU","2021-08-04","77.5","-1.4","6.29","Ohtani, Shohei",663799,660271,"strikeout","called_strike",,,,,9,"Curtis Terry called out on strikes.","R","R","R","TEX","LAA","S",2,,1,2,2021,"1.07","-1.31","0.32","1.6",,,,1,3,"Bot",,,,,435559,,,1.7179835545136979,-112.7299832355364,-0.5496381724960155,8.643140778530402,24.283053456575264,-43.28790120444665,"3.15","1.53",,,,"77.6",2466,"6.8",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.67",,,"0",1,0,0,,20,4,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",35,"-0.019","-0.114"
"ST","2021-08-04","82.7","-2.04","5.8","Ohtani, Shohei",663799,660271,,"called_strike",,,,,6,"Curtis Terry called out on strikes.","R","R","R","TEX","LAA","S",,,1,1,2021,"1.3","-0.03","0.71","2.07",,,,1,3,"Bot",,,,,435559,,,3.7884022418521397,-120.34533045781646,-1.9300853451505602,11.807218378235447,24.908935732764615,-32.26597292271538,"3.11","1.45",,,,"83.5",2333,"7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.51",,,,,,,,20,3,"Sweeper",0,1,0,1,1,0,0,1,"Standard","Standard",62,"0","-0.043"
"FC","2021-08-04","87.9","-1.95","5.97","Ohtani, Shohei",663799,660271,,"called_strike",,,,,3,"Curtis Terry called out on strikes.","R","R","R","TEX","LAA","S",,,1,0,2021,"0.2","0.21","0.33","2.76",,,,1,3,"Bot",,,,,435559,,,5.1505554364065524,-127.93621957347423,-2.1193103881871718,1.2091373767307196,25.428407499011712,-29.6735943410998,"3.15","1.49",,,,"88.9",2254,"6.8",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.71",,,,,,,,20,2,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",155,"0","-0.032"
"FC","2021-08-04","87.5","-1.75","6.01","Ohtani, Shohei",663799,660271,,"ball",,,,,14,"Curtis Terry called out on strikes.","R","R","R","TEX","LAA","B",,,0,0,2021,"0.63","0.16","1.4","1.43",,,,1,3,"Bot",,,,,435559,,,6.357841297338051,-127.30770618926263,-5.271427907222975,5.527276800931482,27.10418210606262,-29.488301837138504,"3.14","1.48",,,,"88.4",2254,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.57",,,,,,,,20,1,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",163,"0","0.026"
"FS","2021-08-04","86.7","-1.62","6.25","Ohtani, Shohei",571788,660271,"strikeout","foul_tip",,,,,13,"Brock Holt strikes out on a foul tip.","R","L","R","TEX","LAA","S",2,,1,2,2021,"-0.49","0.2","-0.45","1.33",,,,0,3,"Bot",,,,,435559,,,3.8337164810194917,-126.14267612966582,-5.996892245432784,-6.046744781857762,26.414495569422876,-28.962825174579137,"3.18","1.54",,,,"87.5",987,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.63",,,"0",1,0,0,,19,4,"Split-Finger",0,1,0,1,1,0,0,1,"Standard","Standard",224,"-0.027","-0.174"
"FS","2021-08-04","87.3","-1.83","6.23","Ohtani, Shohei",571788,660271,,"ball",,,,,11,"Brock Holt strikes out on a foul tip.","R","L","R","TEX","LAA","B",,,0,2,2021,"-0.41","-0.03","-2.73","3.07",,,,0,3,"Bot",,,,,435559,,,-1.3350648581231974,-127.19400521836205,-1.3726336940972617,-4.158604855340785,28.08171263620548,-32.40616935138741,"3.03","1.42",,,,"87.4",813,"6.5",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"54.03",,,,,,,,19,3,"Split-Finger",0,1,0,1,1,0,0,1,"Standard","Standard",245,"0","0.022"
"ST","2021-08-04","81.8","-2.02","5.98","Ohtani, Shohei",571788,660271,,"foul",,,,,1,"Brock Holt strikes out on a foul tip.","R","L","R","TEX","LAA","S",,,0,1,2021,"1.39","0.49","-0.42","3",,,,0,3,"Bot",,,,,435559,,,0.9430416510861999,-119.23084033893211,-1.1288788264280822,13.051677467187583,22.637411726379096,-27.48799039609788,"3.18","1.54",262,"83.2",33,"82.6",2220,"6.7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.77",,,,,,,,19,2,"Sweeper",0,1,0,1,1,0,0,1,"Standard","Standard",71,"0","-0.052"
"FF","2021-08-04","94","-1.84","6.1","Ohtani, Shohei",571788,660271,,"called_strike",,,,,1,"Brock Holt strikes out on a foul tip.","R","L","R","TEX","LAA","S",,,0,0,2021,"-0.32","1.54","-0.8","2.86",,,,0,3,"Bot",,,,,435559,,,3.431337237872618,-136.76428134288798,-6.164204655856593,-4.81330993696994,30.023961460814366,-11.654147118987042,"2.96","1.55",,,,"94.9",2199,"6.8",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.7",,,,,,,,19,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",211,"0","-0.038"
"FF","2021-08-04","96.3","-1.8","6.04","Ohtani, Shohei",656847,660271,"field_out","hit_into_play",,,,,11,"DJ Peters flies out to center fielder Juan Lagares.","R","R","R","TEX","LAA","X",8,"fly_ball",0,1,2021,"-0.39","0.91","-1","2.76",,,,2,2,"Bot",116.72,74.71,,,435559,,,3.0570386297582455,-140.23280209778477,-5.302369498066859,-5.830354285317683,29.05931424030705,-19.1312374791416,"3.66","1.68",336,"86.7",29,"97.8",1883,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.57",0.057,0.064,"0",1,0,0,3,13,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",213,"-0.011","-0.086"
"FC","2021-08-04","87.7","-1.81","6.08","Ohtani, Shohei",656847,660271,,"swinging_strike",,,,,5,"DJ Peters flies out to center fielder Juan Lagares.","R","R","R","TEX","LAA","S",,,0,0,2021,"-0.08","0.07","0.16","2.6",,,,2,2,"Bot",,,,,435559,,,4.970178125393006,-127.75935969766356,-2.4857759748853567,-1.8470324953245494,25.09571453790735,-31.13954491105608,"3.66","1.68",,,,"88.7",2170,"6.7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.77",,,,,,,,13,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",222,"0","-0.018"
"FF","2021-08-04","94.9","-1.82","6.09","Ohtani, Shohei",641829,660271,"field_out","hit_into_play",,,,,3,"Jason Martin lines out to right fielder Jo Adell.","R","L","R","TEX","LAA","X",9,"line_drive",1,0,2021,"-0.12","1.29","0.58","2.74",,,,1,2,"Bot",159.94,88.91,,,435559,,,6.657541903944109,-138.09902946462825,-6.090212210750006,-2.974274762107311,28.6390742963852,-14.47486377172331,"3.29","1.49",286,"77.7",29,"96.4",2185,"7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.51",0.149,0.134,"0",1,0,0,3,12,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",205,"-0.016","-0.189"
"FF","2021-08-04","94.3","-1.85","6.15","Ohtani, Shohei",641829,660271,,"ball",,,,,11,"Jason Martin lines out to right fielder Jo Adell.","R","L","R","TEX","LAA","B",,,0,0,2021,"-0.32","1.28","-1","3.71",,,,1,2,"Bot",,,,,435559,,,2.9291044010693144,-137.34814705139019,-3.5556211658598356,-4.643766213956289,28.610160535566475,-15.35377938234422,"3.16","1.43",,,,"95.7",2098,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.6",,,,,,,,12,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",210,"0","0.026"
"FF","2021-08-04","92.7","-1.51","6.13","Ohtani, Shohei",628451,660271,"field_out","hit_into_play",,,,,9,"Andy Ibanez flies out to right fielder Jo Adell.","R","R","R","TEX","LAA","X",9,"fly_ball",0,0,2021,"-0.58","1.42","0.3","2.07",,,,0,2,"Bot",199.21,97.27,,,435559,,,5.989523334251602,-134.751692865949,-7.780666261953193,-8.380000961397482,27.936463293864918,-13.379339954623141,"3.32","1.51",310,"92.6",41,"94.1",1951,"7.1",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.45",0.014,0.023,"0",1,0,0,3,11,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",209,"-0.023","-0.241"
"ST","2021-08-04","82.7","-1.98","5.94","Ohtani, Shohei",641680,660271,"field_out","hit_into_play",,,,,5,"Jonah Heim flies out to right fielder Jo Adell.","R","L","R","TEX","LAA","X",9,"fly_ball",3,2,2021,"1.45","0.21","-0.25","2.3",663993,,,2,1,"Bot",184.76,75.43,,,435559,,,1.1161622591494345,-120.49521966242482,-2.2055652602168414,13.872318607138876,24.36306586035964,-29.92002803416027,"3.55","1.63",338,"87.1",30,"83.9",2438,"7.1",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.4",0.054,0.068,"0",1,0,0,3,7,7,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",69,"-0.036","-0.355"
"ST","2021-08-04","83.2","-1.89","5.9","Ohtani, Shohei",641680,660271,,"foul",,,,,6,"Jonah Heim flies out to right fielder Jo Adell.","R","L","R","TEX","LAA","S",,,3,2,2021,"1.35","0.48","0.47","2.62",663993,,,2,1,"Bot",,,,,435559,,,2.8005754692419385,-121.10977429348242,-2.001493859198943,12.636105110423118,24.82076236241723,-27.255924011112242,"3.55","1.63",329,"96.4",28,"84.2",2324,"7.1",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.44",,,,,,,,7,6,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",58,"0","0"
"ST","2021-08-04","83.9","-2.01","5.87","Ohtani, Shohei",641680,660271,,"ball",,,,,11,"Jonah Heim flies out to right fielder Jo Adell.","R","L","R","TEX","LAA","B",,,2,2,2021,"1.42","0.11","-0.75","3.41",663993,,,2,1,"Bot",,,,,435559,,,0.10026925531932973,-122.2487660563793,0.5089088993825948,14.23058896277986,24.82190424054562,-31.378373634649556,"2.96","1.37",,,,"84.7",2381,"6.8",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.67",,,,,,,,7,5,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",73,"0","0.083"
"FS","2021-08-04","87.1","-1.68","6.2","Ohtani, Shohei",641680,660271,,"ball",,,,,11,"Jonah Heim flies out to right fielder Jo Adell.","R","L","R","TEX","LAA","B",,,1,2,2021,"-0.16","-0.07","-2.64","4.55",663993,,,2,1,"Bot",,,,,435559,,,-2.003280497677748,-126.71605353963686,2.468421083742159,-1.290473328991456,28.673874659264104,-33.743694278295344,"3.12","1.45",,,,"87.7",724,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.59",,,,,,,,7,4,"Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard",234,"0","0.037"
"ST","2021-08-04","82.4","-1.96","5.94","Ohtani, Shohei",641680,660271,,"called_strike",,,,,1,"Jonah Heim flies out to right fielder Jo Adell.","R","L","R","TEX","LAA","S",,,1,1,2021,"1.46","0.2","-0.56","2.85",663993,,,2,1,"Bot",,,,,435559,,,0.3245498164566842,-120.00524360045797,-0.878981608173362,14.044205320921819,24.025167017716573,-30.286876791330787,"3.12","1.48",,,,"83.5",2244,"7.1",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.42",,,,,,,,7,3,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",50,"0","-0.095"
"FF","2021-08-04","96.1","-1.87","6.03","Ohtani, Shohei",641680,660271,,"called_strike",,,,,11,"Jonah Heim flies out to right fielder Jo Adell.","R","L","R","TEX","LAA","S",,,1,0,2021,"0.05","1.14","-0.3","3.34",663993,,,2,1,"Bot",,,,,435559,,,4.095231914555581,-139.95958688060946,-4.180395753536235,-0.26009908646769014,30.47183571656863,-16.43387688427629,"3.2","1.44",,,,"97.5",2027,"7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.55",,,,,,,,7,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",204,"0","-0.038"
"FF","2021-08-04","96.2","-1.88","5.9","Ohtani, Shohei",641680,660271,,"ball",,,,,14,"Jonah Heim flies out to right fielder Jo Adell.","R","L","R","TEX","LAA","B",,,0,0,2021,"-0.32","1.16","1.52","1.79",663993,,,2,1,"Bot",,,,,435559,,,9.873875254341911,-139.70979296891952,-8.06635934393882,-6.346907373382126,29.74097708084775,-15.287416702646306,"3.2","1.48",,,,"97.5",2152,"7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.47",,,,,,,,7,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",214,"0","0.011"
"ST","2021-08-04","84.2","-2.05","5.77","Ohtani, Shohei",666969,660271,"field_out","hit_into_play",,,,,12,"Adolis Garcia flies out to right fielder Jo Adell.","R","R","R","TEX","LAA","X",9,"fly_ball",1,2,2021,"1.42","0.12","0.92","2.53",663993,,,1,1,"Bot",150.74,103.18,,,435559,,,4.100759439246045,-122.5666831537549,-1.367834086898851,13.445037687973635,25.043117322197556,-30.9299458977742,"3.41","1.56",225,"82.4",50,"85",2414,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.64",0.026,0.025,"0",1,0,0,3,6,4,"Sweeper",0,0,0,0,0,0,0,0,"Strategic","Standard",70,"-0.061","-0.019"
"ST","2021-08-04","82.7","-1.85","5.87","Ohtani, Shohei",666969,660271,,"foul",,,,,12,"Adolis Garcia flies out to right fielder Jo Adell.","R","R","R","TEX","LAA","S",,,1,1,2021,"1.29","0.44","1.34","2.58",663993,,,1,1,"Bot",,,,,435559,,,4.810683869106385,-120.39275000627059,-1.8510739868007424,11.504552560935535,25.00638700683719,-27.7539737646152,"3.41","1.56",109,"63.6",14,"83.7",2340,"7.1",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.41",,,,,,,,6,3,"Sweeper",0,0,0,0,0,0,0,0,"Strategic","Standard",73,"0","-0.121"
"FF","2021-08-04","95.9","-1.52","6.08","Ohtani, Shohei",666969,660271,,"ball",,,,,14,"Adolis Garcia flies out to right fielder Jo Adell.","R","R","R","TEX","LAA","B",,,0,1,2021,"0.11","1.21","2.33","1.39",,663993,,1,1,"Bot",,,,,435559,,,10.034796875554067,-139.0888045372336,-9.611711369676842,-0.9067304819945207,31.889631321024712,-14.358962996761418,"3.36","1.73",,,,"96.8",2171,"7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.46",,,,,,,,6,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",203,"0.031","0.032"
"FF","2021-08-04","94.3","-1.57","6.02","Ohtani, Shohei",666969,660271,,"called_strike",,,,,6,"Adolis Garcia flies out to right fielder Jo Adell.","R","R","R","TEX","LAA","S",,,0,0,2021,"-0.22","1.2","0.32","2.47",,663993,,1,1,"Bot",,,,,435559,,,5.462620594855101,-137.18410116447845,-6.292262575516379,-3.92355538816666,29.512200481843916,-15.878101976273134,"3.44","1.69",,,,"95.6",2134,"7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.53",,,,,,,,6,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",203,"0","-0.046"
"FF","2021-08-04","96","-1.79","5.98","Ohtani, Shohei",663993,660271,"double","hit_into_play",,,,,5,"Nathaniel Lowe doubles (12) on a ground ball to left fielder Justin Upton.","R","L","R","TEX","LAA","X",7,"ground_ball",1,2,2021,"-0.2","1.42","-0.19","2.38",,,,1,1,"Bot",36.13,111.07,,,435559,,,4.729364801621347,-139.7279272985127,-7.260858431078381,-3.65972310897638,30.073288251894365,-12.182832542375296,"3.48","1.61",97,"101.8",3,"97.4",2017,"7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.51",0.529,0.483,"1.25",1,1,1,4,5,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0.04","0.459"
"FF","2021-08-04","96.4","-1.93","6.1","Ohtani, Shohei",663993,660271,,"ball",,,,,11,"Nathaniel Lowe doubles (12) on a ground ball to left fielder Justin Upton.","R","L","R","TEX","LAA","B",,,0,2,2021,"0.19","1.14","-1.33","5.47",,,,1,1,"Bot",,,,,435559,,,1.159934014138947,-140.47076956987527,1.2613720257358403,2.276995565653647,29.7208617706348,-17.507728976950286,"3.28","1.49",,,,"97.4",2202,"6.6",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.87",,,,,,,,5,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",204,"0","0.013"
"ST","2021-08-04","81.5","-1.92","5.99","Ohtani, Shohei",663993,660271,,"foul",,,,,6,"Nathaniel Lowe doubles (12) on a ground ball to left fielder Justin Upton.","R","L","R","TEX","LAA","S",,,0,1,2021,"1.01","0.37","0.72","2.46",,,,1,1,"Bot",,,,,435559,,,4.054596858026785,-118.75081216166245,-2.1045039530326695,8.76385813847584,22.39401106317579,-28.439796713268898,"3.48","1.61",7,"83.5",-21,"82.4",2269,"6.8",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.69",,,,,,,,5,2,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",71,"0","-0.035"
"FF","2021-08-04","95.3","-1.72","6.05","Ohtani, Shohei",663993,660271,,"swinging_strike",,,,,1,"Nathaniel Lowe doubles (12) on a ground ball to left fielder Justin Upton.","R","L","R","TEX","LAA","S",,,0,0,2021,"-0.55","1.55","-0.37","2.99",,,,1,1,"Bot",,,,,435559,,,4.8652379604910205,-138.64543185940428,-5.998330412554449,-8.161414248190415,28.663254894380295,-11.053254702914668,"3.48","1.61",,,,"96.7",2147,"7",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.54",,,,,,,,5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",212,"0","-0.027"
"FF","2021-08-04","94.1","-1.7","6.07","Ohtani, Shohei",643396,660271,"field_out","hit_into_play",,,,,4,"Isiah Kiner-Falefa pops out to second baseman David Fletcher.","R","R","R","TEX","LAA","X",4,"popup",1,1,2021,"-0.35","1.46","-0.47","2.37",,,,0,1,"Bot",162.23,147.77,,,435559,,,4.0032073004485165,-136.91929049636664,-7.219027222398094,-5.2318756931731745,30.4664175191312,-12.442067755946331,"3.32","1.51",159,"81",63,"95.2",2188,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.56",0.003,0.003,"0",1,0,0,3,4,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",206,"-0.021","-0.231"
"ST","2021-08-04","80","-1.76","5.93","Ohtani, Shohei",643396,660271,,"ball",,,,,14,"Isiah Kiner-Falefa pops out to second baseman David Fletcher.","R","R","R","TEX","LAA","B",,,0,1,2021,"1.35","0.43","1.31","1.04",,,,0,1,"Bot",,,,,435559,,,4.270860012281188,-116.40605413171518,-4.926079981873168,11.442528011172294,22.113124055940233,-27.54831989086484,"2.85","1.32",,,,"80.9",2357,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.57",,,,,,,,4,2,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",65,"0","0.027"
"FF","2021-08-04","94","-1.66","6.04","Ohtani, Shohei",643396,660271,,"called_strike",,,,,2,"Isiah Kiner-Falefa pops out to second baseman David Fletcher.","R","R","R","TEX","LAA","S",,,0,0,2021,"-0.32","1.3","-0.22","2.67",,,,0,1,"Bot",,,,,435559,,,4.481630927695343,-136.7906991689458,-5.955700421423323,-4.9587397631766015,30.107050209913623,-14.758639313675049,"3.02","1.32",,,,"95",1998,"6.9",633055,660271,435559,594838,664058,608686,578428,457708,501571,666176,"53.63",,,,,,,,4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",209,"0","-0.038"
"FF","2021-07-26","99.7","-2.24","6.04","Ohtani, Shohei",624513,660271,"strikeout","swinging_strike",,,,,11,"Dom Nunez strikes out swinging.","R","L","R","LAA","COL","S",2,,1,2,2021,"-0.36","1.23","-1.23","3.3",,,,2,7,"Top",,,,,545358,,,3.6371225395045053,-145.1651964169019,-5.070416824775076,-6.008337786601554,34.177110343489254,-13.737719408204915,"3.41","1.56",,,,"100.1",2114,"6.5",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"54.02",,,"0",1,0,0,,52,4,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shift","Standard",205,"0.02","-0.073"
"ST","2021-07-26","84.1","-2.24","5.86","Ohtani, Shohei",624513,660271,,"called_strike",,,,,3,"Dom Nunez strikes out swinging.","R","L","R","LAA","COL","S",,,1,1,2021,"1.54","0.42","0.52","3.12",,,,2,7,"Top",,,,,545358,,,3.3853136428640673,-122.39187353636628,-0.7813914650219361,14.655768216427377,25.648630159217912,-27.98837959056156,"3.29","1.51",,,,"84.6",2427,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.78",,,,,,,,52,3,"Sweeper",2,1,1,2,1,2,1,2,"Infield shift","Standard",72,"0","-0.027"
"FS","2021-07-26","87.6","-2.02","6.17","Ohtani, Shohei",624513,660271,,"ball",,,,,11,"Dom Nunez strikes out swinging.","R","L","R","LAA","COL","B",,,0,1,2021,"0.06","-0.05","-1.17","3.35",,,,2,7,"Top",,,,,545358,,,1.9367931141745895,-127.46284532081832,-0.5044056602983823,0.25342571120722357,29.131585101575403,-32.80528510735305,"3.38","1.52",,,,"87.8",903,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.85",,,,,,,,52,2,"Split-Finger",2,1,1,2,1,2,1,2,"Infield shift","Standard",253,"0","0.014"
"FF","2021-07-26","99.3","-2.13","6.02","Ohtani, Shohei",624513,660271,,"foul",,,,,5,"Dom Nunez strikes out swinging.","R","L","R","LAA","COL","S",,,0,0,2021,"-0.23","1.26","-0.23","2.3",,,,2,7,"Top",,,,,545358,,,5.774218043270697,-144.33373196258458,-7.770440625800388,-4.548023789540821,32.80852115491465,-12.92334886222638,"3.41","1.56",114,"81.9",11,"99.9",2208,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.9",,,,,,,,52,1,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shift","Standard",208,"0","-0.018"
"FC","2021-07-26","89.5","-2.17","5.97","Ohtani, Shohei",658069,660271,"field_out","hit_into_play",,,,,2,"Joshua Fuentes flies out to center fielder Brandon Marsh.","R","R","R","LAA","COL","X",8,"fly_ball",0,1,2021,"0.49","0.23","0.15","3.28",,,,1,7,"Top",154.58,69.42,,,545358,,,4.72969991115008,-130.3844228926457,-1.1660762185820148,4.631526983566705,25.76749362910692,-29.562309400776797,"3.47","1.59",329,"88.8",29,"90.4",2336,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.88",0.069,0.091,"0",1,0,0,3,51,2,"Cutter",2,1,1,2,1,2,1,2,"Standard","Standard",110,"0.031","-0.136"
"FF","2021-07-26","96.8","-1.91","6.09","Ohtani, Shohei",658069,660271,,"called_strike",,,,,9,"Joshua Fuentes flies out to center fielder Brandon Marsh.","R","R","R","LAA","COL","S",,,0,0,2021,"-0.34","0.91","0.41","1.89",,,,1,7,"Top",,,,,545358,,,7.027270941582526,-140.7227200725121,-7.832494783060025,-6.0926249554653715,30.148765598440125,-18.4781434203312,"3.62","1.72",,,,"97.8",2050,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.7",,,,,,,,51,1,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",206,"0","-0.027"
"ST","2021-07-26","82.5","-2.25","5.88","Ohtani, Shohei",656582,660271,"strikeout","swinging_strike",,,,,14,"Connor Joe strikes out swinging.","R","R","R","LAA","COL","S",2,,3,2,2021,"1.67","0.12","0.83","1.65",,,,0,7,"Top",,,,,545358,,,3.772203387759343,-120.10001925381789,-3.3261745104611964,15.329516174979341,24.774014037254112,-30.582082642964025,"3.37","1.53",,,,"82.9",2347,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.82",,,"0",1,0,0,,50,6,"Sweeper",2,1,1,2,1,2,1,2,"Standard","Standard",53,"0.043","-0.318"
"ST","2021-07-26","84.1","-2.38","5.89","Ohtani, Shohei",656582,660271,,"ball",,,,,11,"Connor Joe strikes out swinging.","R","R","R","LAA","COL","B",,,2,2,2021,"1.59","0.38","-0.09","3.77",,,,0,7,"Top",,,,,545358,,,2.160258366203909,-122.4375987960634,0.74510613472718,15.547453964394002,24.54506514049119,-28.71319344387512,"3.18","1.46",,,,"84.5",2345,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.95",,,,,,,,50,5,"Sweeper",2,1,1,2,1,2,1,2,"Standard","Standard",72,"0","0.101"
"FC","2021-07-26","88.9","-2.19","6.03","Ohtani, Shohei",656582,660271,,"foul",,,,,8,"Connor Joe strikes out swinging.","R","R","R","LAA","COL","S",,,2,1,2021,"0.3","0.25","0.19","2.04",,,,0,7,"Top",,,,,545358,,,5.240280579636294,-129.349961361849,-4.2987273839670275,2.3270570883963706,26.45024312590589,-28.708776704749447,"3.37","1.53",3,"70.3",-39,"89.6",2266,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.81",,,,,,,,50,4,"Cutter",2,1,1,2,1,2,1,2,"Infield shift","Standard",155,"0","-0.066"
"FC","2021-07-26","87.8","-2.12","6.06","Ohtani, Shohei",656582,660271,,"called_strike",,,,,9,"Connor Joe strikes out swinging.","R","R","R","LAA","COL","S",,,2,0,2021,"0.4","0.38","0.47","1.44",,,,0,7,"Top",,,,,545358,,,5.4803765642613635,-127.70935693549721,-5.876895934579643,3.269331971051661,26.195105058062563,-26.94944304770524,"3.23","1.55",,,,"88.2",2077,"6.5",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.95",,,,,,,,50,3,"Cutter",2,1,1,2,1,2,1,2,"Infield shift","Standard",144,"0","-0.067"
